"Recipe ID","Recipe Name","Field Type","Step Number","Danish (DA)","German (DE)","French (FR)","English UK (EN)","English US (EN_US)"
"7eb3b8a5-6716-4f7d-a779-16706418e4a4","Oreo Cookie Shake Slush","Step","1","Knus Oreo cookies groft.","Knus Oreo cookies groft.","Knus Oreo cookies groft.","Knus Oreo cookies groft.","Knus Oreo cookies groft."
"7eb3b8a5-6716-4f7d-a779-16706418e4a4","Oreo Cookie Shake Slush","Step","2","Blend vaniljeis med mælk og vand til en jævn base.","Mixein Sie vaniljeis mit mælk und vand bis ein glatt base.","Mixez vaniljeis avec mælk et vand jusqu'à un lisse base.","Blad vaniljeis with mælk and vand until a smooth base.","Blad vaniljeis with mælk and vand until a smooth base."
"7eb3b8a5-6716-4f7d-a779-16706418e4a4","Oreo Cookie Shake Slush","Step","3","Tilsæt de knuste Oreos og blend kort, så små stykker stadig er synlige.","Fügein Sie hinzu de knuste Oreos und bleind kort, så små stykker stadig er synlige.","Ajoutez de knuste Oreos et blund kort, så små stykker stadig er synlige.","Add de knuste Oreos and blad kort, så små stykker stadig er synlige.","Add de knuste Oreos and blad kort, så små stykker stadig er synlige."
"7eb3b8a5-6716-4f7d-a779-16706418e4a4","Oreo Cookie Shake Slush","Step","4","Hæld i slushmaskinen og kør til cremet, kold konsistens.","Gießein Sie in die Slushmaschine und kør bis cremig, kold konsisteins.","Versez dans la machine à slush et kør jusqu'à crémeux, kold konsistuns.","Pour in the slush machine and kør until creamy, kold konsistas.","Pour in the slush machine and kør until creamy, kold konsistas."
"7eb3b8a5-6716-4f7d-a779-16706418e4a4","Oreo Cookie Shake Slush","Step","5","Teknisk note:
Mælk og is sikrer den høje sukkergrad og en glat tekstur. Vand tilsættes for at justere frysepunktet, så blandingen kører stabilt i maskinen uden at blive for tung.","Teknisk note:
Mælk und is sikrer dein høje sukkergrad und ein glat tekstur. Vand bissættes für at justere frysepunktet, så die Mischung kører stabilt in die Maschine udein at blive für tung.","Teknisk note:
Mælk et is sikrer dun høje sukkergrad et un glat tekstur. Vand jusqu'àsættes pour at justere frysepunktet, så le mélange kører stabilt dans la machine udun at blive pour tung.","Teknisk note:
Mælk and is sikrer da høje sukkergrad and a glat tekstur. Vand untilsættes for at justere frysepunktet, så the mixture kører stabilt in the machine uda at blive for tung.","Teknisk note:
Mælk and is sikrer da høje sukkergrad and a glat tekstur. Vand untilsættes for at justere frysepunktet, så the mixture kører stabilt in the machine uda at blive for tung."
"1ae524e7-d63c-4505-97a4-88a2d7046a0e","Caramel Mælk Slush","Description",""," Cremet karamel-slush med vaniljeis og mælk – en sød og blød drik, der minder om en smeltet dessert. Perfekt som et koldt alternativ til milkshake med en let, slushagtig struktur."," Cremet karamel-slush mit vaniljeis und mælk – ein sød und blød drik, der minder om ein smeltet dessert. Perfekt als et koldt alternativ bis milkshake mit ein let, slushagtig struktur."," Cremet karamel-slush avec vaniljeis et mælk – un sød et blød drik, der minder om un smeltet dessert. Perfekt comme et koldt alternativ jusqu'à milkshake avec un let, slushagtig struktur."," Cremet karamel-slush with vaniljeis and mælk – a sød and blød drik, der minder om a smeltet dessert. Perfekt as et koldt alternativ until milkshake with a let, slushagtig struktur."," Cremet karamel-slush with vaniljeis and mælk – a sød and blød drik, der minder om a smeltet dessert. Perfekt as et koldt alternativ until milkshake with a let, slushagtig struktur."
"1ae524e7-d63c-4505-97a4-88a2d7046a0e","Caramel Mælk Slush","Step","1","Kom vaniljeis og mælk i en blender, og kør til massen er jævn.","Gebein Sie vaniljeis und mælk in einein Mixer, und kør bis die Masse er glatt.","Mettez vaniljeis et mælk dans un mixeur, et kør jusqu'à la masse er lisse.","Put vaniljeis and mælk in a blader, and kør until the mass er smooth.","Put vaniljeis and mælk in a blader, and kør until the mass er smooth."
"1ae524e7-d63c-4505-97a4-88a2d7046a0e","Caramel Mælk Slush","Step","2","Tilsæt karamelsauce, og blend igen, til drikken bliver cremet og luftig.","Fügein Sie hinzu karamelsauce, und bleind igein, bis drikkein bliver cremig und luftig.","Ajoutez karamelsauce, et blund igun, jusqu'à drikkun bliver crémeux et luftig.","Add karamelsauce, and blad iga, until drikka bliver creamy and luftig.","Add karamelsauce, and blad iga, until drikka bliver creamy and luftig."
"1ae524e7-d63c-4505-97a4-88a2d7046a0e","Caramel Mælk Slush","Step","3","Justér konsistensen med lidt ekstra mælk, hvis du ønsker den lettere.","Justér konsisteinsein mit lidt ekstra mælk, hvis du ønsker dein lettere.","Justér konsistunsun avec lidt ekstra mælk, hvis du ønsker dun lettere.","Justér konsistasa with lidt ekstra mælk, hvis du ønsker da lettere.","Justér konsistasa with lidt ekstra mælk, hvis du ønsker da lettere."
"1ae524e7-d63c-4505-97a4-88a2d7046a0e","Caramel Mælk Slush","Step","4","Hæld op i glas, dryp lidt karamel på toppen og server straks.","Gießein Sie op ins Glas, dryp lidt karamel auf toppein und server sofürt.","Versez op dans un verre, dryp lidt karamel sur toppun et server immédiatemunt.","Pour op in a glass, dryp lidt karamel on toppa and server imwithiately.","Pour op in a glass, dryp lidt karamel on toppa and server imwithiately."
"8f388c3f-5a98-4267-8bfe-b8de579ee3a7","Apple Cinnamon Slush","Description","","Æble og kanel-slush med mild honningsødme og frisk æblesmag. En forfriskende variant, der smager som efterår i et glas.","Æble und kanel-slush mit mild honningsødme und frisk æblesmag. Ein fürfriskeinde variant, der smager als efterår i et glas.","Æble et kanel-slush avec mild honningsødme et frisk æblesmag. Un pourfriskunde variant, der smager comme efterår i et glas.","Æble and kanel-slush with mild honningsødme and frisk æblesmag. A forfriskade variant, der smager as efterår i et glas.","Æble and kanel-slush with mild honningsødme and frisk æblesmag. A forfriskade variant, der smager as efterår i et glas."
"8f388c3f-5a98-4267-8bfe-b8de579ee3a7","Apple Cinnamon Slush","Step","1","Varm æblejuicen let op sammen med kanel, så smagen trækker.","Varm æblejuicein let op sammein mit kanel, så smagein trækker.","Varm æblejuicun let op sammun avec kanel, så smagun trækker.","Varm æblejuica let op samma with kanel, så smaga trækker.","Varm æblejuica let op samma with kanel, så smaga trækker."
"8f388c3f-5a98-4267-8bfe-b8de579ee3a7","Apple Cinnamon Slush","Step","2","Lad blandingen køle helt af.","Lassein Sie die Mischung køle helt af.","Laissez le mélange køle helt af.","Let the mixture køle helt af.","Let the mixture køle helt af."
"8f388c3f-5a98-4267-8bfe-b8de579ee3a7","Apple Cinnamon Slush","Step","3","Tilsæt honning og rør, til den er opløst.","Fügein Sie hinzu honning und rør, bis dein er opløst.","Ajoutez honning et rør, jusqu'à dun er opløst.","Add honning and rør, until da er opløst.","Add honning and rør, until da er opløst."
"8f388c3f-5a98-4267-8bfe-b8de579ee3a7","Apple Cinnamon Slush","Step","4","Blend med is, til du opnår en let og ensartet slush-konsistens.g","Mixein Sie mit is, bis du opnår ein let und gleichmäßig slush-konsisteins.g","Mixez avec is, jusqu'à du opnår un let et unipourme slush-konsistuns.g","Blad with is, until du opnår a let and uniform slush-konsistas.g","Blad with is, until du opnår a let and uniform slush-konsistas.g"
"8f388c3f-5a98-4267-8bfe-b8de579ee3a7","Apple Cinnamon Slush","Step","5","Server straks og pynt evt. med et æbleskive eller en kanelstang.","Servierein Sie sofürt und pynt ggf. mit et æbleskive oder ein kanelstang.","Servez immédiatemunt et pynt évuntuellemunt avec et æbleskive ou un kanelstang.","Serve imwithiately and pynt optionally with et æbleskive or a kanelstang.","Serve imwithiately and pynt optionally with et æbleskive or a kanelstang."
"b1ab99e9-ecda-444e-96f5-bbbd41ebd383","Pineapple Coconut Slush","Description","","Tropisk ananas og cremet kokos i perfekt harmoni – en frisk og sommerlig slush, der smager af paradis i et glas. Den frugtige sødme fra ananas kombineret med den silkebløde kokos giver en rund og eksotisk oplevelse, der både køler og forkæler.","Tropisk ananas und cremig kokos i perfekt harmoni – ein frisk und alsmerlig slush, der smager af paradis i et glas. Dein frugtige sødme fra ananas kombineret mit dein silkebløde kokos giver ein rund und eksotisk oplevelse, der både køler und fürkæler.","Tropisk ananas et crémeux kokos i parfait harmoni – un frisk et commemerlig slush, der smager af paradis i et glas. Dun frugtige sødme fra ananas kombineret avec dun silkebløde kokos giver un rund et eksotisk oplevelse, der både køler et pourkæler.","Tropisk ananas and creamy kokos i perfect harmoni – a frisk and asmerlig slush, der smager af paradis i et glas. Da frugtige sødme fra ananas kombineret with da silkebløde kokos giver a rund and eksotisk oplevelse, der både køler and forkæler.","Tropisk ananas and creamy kokos i perfect harmoni – a frisk and asmerlig slush, der smager af paradis i et glas. Da frugtige sødme fra ananas kombineret with da silkebløde kokos giver a rund and eksotisk oplevelse, der både køler and forkæler."
"b1ab99e9-ecda-444e-96f5-bbbd41ebd383","Pineapple Coconut Slush","Step","1","Bland ananasjuice, kokosmælk og sukkerlage i en kande.","Mischein Sie ananasjuice, kokosmælk und sukkerlage in einein Krug.","Mélangez ananasjuice, kokosmælk et sukkerlage dans un pichet.","Mix ananasjuice, kokosmælk and sukkerlage in a pitcher.","Mix ananasjuice, kokosmælk and sukkerlage in a pitcher."
"b1ab99e9-ecda-444e-96f5-bbbd41ebd383","Pineapple Coconut Slush","Step","2","Rør grundigt, indtil massen er ensartet.","Rührein Sie gründlich, indbis die Masse er gleichmäßig.","Remuez soigneusemunt, indjusqu'à la masse er unipourme.","Stir thoroughly, induntil the mass er uniform.","Stir thoroughly, induntil the mass er uniform."
"b1ab99e9-ecda-444e-96f5-bbbd41ebd383","Pineapple Coconut Slush","Step","3","Hæld i slushmaskinen og kør til ønsket konsistens.","Gießein Sie in die Slushmaschine und kør bis gewünschte Konsisteinz.","Versez dans la machine à slush et kør jusqu'à consistance souhaitée.","Pour in the slush machine and kør until desired consistacy.","Pour in the slush machine and kør until desired consistacy."
"b1ab99e9-ecda-444e-96f5-bbbd41ebd383","Pineapple Coconut Slush","Step","4","Server i højt glas og pynt med kokosflager eller frisk ananas.","Servierein Sie i højt glas und pynt mit kokosflager oder frisk ananas.","Servez i højt glas et pynt avec kokosflager ou frisk ananas.","Serve i højt glas and pynt with kokosflager or frisk ananas.","Serve i højt glas and pynt with kokosflager or frisk ananas."
"b1ab99e9-ecda-444e-96f5-bbbd41ebd383","Pineapple Coconut Slush","Step","5","Teknisk note:
Denne variant har et naturligt lavt fedtindhold og balanceret sukkerprofil, hvilket giver en blød og stabil frysestruktur uden brug af tilsætningsstoffer.","Teknisk note:
Deinne variant har et naturligt lavt fedtindhold und balanceret sukkerprofil, hvilket giver ein blød und stabil frysestruktur udein brug af bissætningsstoffer.","Teknisk note:
Dunne variant har et naturligt lavt fedtindhold et balanceret sukkerprofil, hvilket giver un blød et stabil frysestruktur udun brug af jusqu'àsætningsstoffer.","Teknisk note:
Dane variant har et naturligt lavt fedtindhold and balanceret sukkerprofil, hvilket giver a blød and stabil frysestruktur uda brug af untilsætningsstoffer.","Teknisk note:
Dane variant har et naturligt lavt fedtindhold and balanceret sukkerprofil, hvilket giver a blød and stabil frysestruktur uda brug af untilsætningsstoffer."
"7faa44ce-1967-44bd-8838-a2aac8fe210e","Kiwi Lime Slush","Description","","En frisk og sprød kiwi-slush med et syrligt twist af lime og grøn æblejuice.
Den naturlige sødme fra kiwi og agavesirup giver en balanceret, let og forfriskende drik – perfekt som et sundere alternativ til klassiske slush-varianter.","Ein frisk und sprød kiwi-slush mit et syrligt twist af lime und grøn æblejuice.
Dein naturlige sødme fra kiwi und agavesirup giver ein balanceret, let und fürfriskeinde drik – perfekt als et sundere alternativ bis klassiske slush-varianter.","Un frisk et sprød kiwi-slush avec et syrligt twist af lime et grøn æblejuice.
Dun naturlige sødme fra kiwi et agavesirup giver un balanceret, let et pourfriskunde drik – parfait comme et sundere alternativ jusqu'à klassiske slush-varianter.","A frisk and sprød kiwi-slush with et syrligt twist af lime and grøn æblejuice.
Da naturlige sødme fra kiwi and agavesirup giver a balanceret, let and forfriskade drik – perfect as et sundere alternativ until klassiske slush-varianter.","A frisk and sprød kiwi-slush with et syrligt twist af lime and grøn æblejuice.
Da naturlige sødme fra kiwi and agavesirup giver a balanceret, let and forfriskade drik – perfect as et sundere alternativ until klassiske slush-varianter."
"7faa44ce-1967-44bd-8838-a2aac8fe210e","Kiwi Lime Slush","Step","1","Skræl og blend frisk kiwi til en jævn puré.","Skræl und bleind frisk kiwi bis ein glatt puré.","Skræl et blund frisk kiwi jusqu'à un lisse puré.","Skræl and blad frisk kiwi until a smooth puré.","Skræl and blad frisk kiwi until a smooth puré."
"7faa44ce-1967-44bd-8838-a2aac8fe210e","Kiwi Lime Slush","Step","2","Tilsæt æblejuice, limejuice og agavesirup, og rør grundigt.","Fügein Sie hinzu æblejuice, limejuice und agavesirup, und rør gründlich.","Ajoutez æblejuice, limejuice et agavesirup, et rør soigneusemunt.","Add æblejuice, limejuice and agavesirup, and rør thoroughly.","Add æblejuice, limejuice and agavesirup, and rør thoroughly."
"7faa44ce-1967-44bd-8838-a2aac8fe210e","Kiwi Lime Slush","Step","3","Justér evt. sødmen efter smag.","Justér ggf. sødmein nach Geschmack.","Justér évuntuellemunt sødmun selon le goût.","Justér optionally sødma to taste.","Justér optionally sødma to taste."
"7faa44ce-1967-44bd-8838-a2aac8fe210e","Kiwi Lime Slush","Step","4","Hæld blandingen i maskinen og kør ved ca. –3 °C, til ønsket slush-konsistens opnås.","Gießein Sie die Mischung in die Maschine und kør ved ca. –3 °C, bis ønsket slush-konsisteins opnås.","Versez le mélange dans la machine et kør ved ca. –3 °C, jusqu'à ønsket slush-konsistuns opnås.","Pour the mixture in the machine and kør ved ca. –3 °C, until ønsket slush-konsistas opnås.","Pour the mixture in the machine and kør ved ca. –3 °C, until ønsket slush-konsistas opnås."
"7faa44ce-1967-44bd-8838-a2aac8fe210e","Kiwi Lime Slush","Step","5","Teknisk note:
	•	Al væske fryses i maskinen – ingen knust is tilsættes.
	•	Kiwi og æble giver naturlig pektin, som bidrager til cremet tekstur.
	•	Agavesirup sikrer korrekt frysebalance uden for meget sødme.","Teknisk note:
	•	Al væske fryses in die Maschine – ingein knust is bissættes.
	•	Kiwi und æble giver naturlig pektin, als bidrager bis cremig tekstur.
	•	Agavesirup sikrer korrekt frysebalance udein für meget sødme.","Teknisk note:
	•	Al væske fryses dans la machine – ingun knust is jusqu'àsættes.
	•	Kiwi et æble giver naturlig pektin, comme bidrager jusqu'à crémeux tekstur.
	•	Agavesirup sikrer korrekt frysebalance udun pour meget sødme.","Teknisk note:
	•	Al væske fryses in the machine – inga knust is untilsættes.
	•	Kiwi and æble giver naturlig pektin, as bidrager until creamy tekstur.
	•	Agavesirup sikrer korrekt frysebalance uda for meget sødme.","Teknisk note:
	•	Al væske fryses in the machine – inga knust is untilsættes.
	•	Kiwi and æble giver naturlig pektin, as bidrager until creamy tekstur.
	•	Agavesirup sikrer korrekt frysebalance uda for meget sødme."
"0a6704d8-76d4-476a-b1da-827e5d1967bb","Raspberry Lemonade Slush","Description","","intens frugtsmag, mens citronen løfter smagen med friskhed. En ægte sommerklassiker, perfekt til varme dage eller som alkoholfri alternativ ved fester.","inteins frugtsmag, meins citronein løfter smagein mit friskhed. Ein ægte alsmerklassiker, perfekt bis varme dage oder als alkoholfri alternativ ved fester.","intuns frugtsmag, muns citronun løfter smagun avec friskhed. Un ægte commemerklassiker, parfait jusqu'à varme dage ou comme alkoholfri alternativ ved fester.","intas frugtsmag, mas citrona løfter smaga with friskhed. A ægte asmerklassiker, perfect until varme dage or as alkoholfri alternativ ved fester.","intas frugtsmag, mas citrona løfter smaga with friskhed. A ægte asmerklassiker, perfect until varme dage or as alkoholfri alternativ ved fester."
"0a6704d8-76d4-476a-b1da-827e5d1967bb","Raspberry Lemonade Slush","Step","1","Blend hindbær med vand, til massen er jævn.","Mixein Sie hindbær mit vand, bis die Masse er glatt.","Mixez hindbær avec vand, jusqu'à la masse er lisse.","Blad hindbær with vand, until the mass er smooth.","Blad hindbær with vand, until the mass er smooth."
"0a6704d8-76d4-476a-b1da-827e5d1967bb","Raspberry Lemonade Slush","Step","2","Si evt. kerner fra for en glattere konsistens.","Si ggf. kerner fra für ein glattere konsisteins.","Si évuntuellemunt kerner fra pour un glattere konsistuns.","Si optionally kerner fra for a glattere konsistas.","Si optionally kerner fra for a glattere konsistas."
"0a6704d8-76d4-476a-b1da-827e5d1967bb","Raspberry Lemonade Slush","Step","3","Tilsæt citronjuice og sukkerlage, og rør godt.","Fügein Sie hinzu citronjuice und sukkerlage, und rør godt.","Ajoutez citronjuice et sukkerlage, et rør godt.","Add citronjuice and sukkerlage, and rør godt.","Add citronjuice and sukkerlage, and rør godt."
"0a6704d8-76d4-476a-b1da-827e5d1967bb","Raspberry Lemonade Slush","Step","4","Hæld blandingen i slushmaskinen og kør til ønsket konsistens.","Gießein Sie die Mischung in die Slushmaschine und kør bis gewünschte Konsisteinz.","Versez le mélange dans la machine à slush et kør jusqu'à consistance souhaitée.","Pour the mixture in the slush machine and kør until desired consistacy.","Pour the mixture in the slush machine and kør until desired consistacy."
"0a6704d8-76d4-476a-b1da-827e5d1967bb","Raspberry Lemonade Slush","Step","5","Server straks – gerne med friske bær og en skive citron som pynt.","Servierein Sie sofürt – gerne mit friske bær und ein skive citron als pynt.","Servez immédiatemunt – gerne avec friske bær et un skive citron comme pynt.","Serve imwithiately – gerne with friske bær and a skive citron as pynt.","Serve imwithiately – gerne with friske bær and a skive citron as pynt."
"0a6704d8-76d4-476a-b1da-827e5d1967bb","Raspberry Lemonade Slush","Step","6","Teknisk note:
Teknisk note:
Denne opskrift har et naturligt lavt frysepunkt og høj stabilitet pga. frugtindholdet. For en mildere version kan sukkerlagen reduceres med 20 %, mens en mere sorbetlignende tekstur opnås ved at øge vandmængden en smule.","Teknisk note:
Teknisk note:
Deinne Rezept har et naturligt lavt frysepunkt und høj stabilitet pga. frugtindholdet. For ein mildere version kan sukkerlagein reduceres mit 20 %, meins ein mere sorbetligneinde tekstur opnås ved at øge vandmængdein ein smule.","Teknisk note:
Teknisk note:
Dunne recette har et naturligt lavt frysepunkt et høj stabilitet pga. frugtindholdet. For un mildere version kan sukkerlagun reduceres avec 20 %, muns un mere sorbetlignunde tekstur opnås ved at øge vandmængdun un smule.","Teknisk note:
Teknisk note:
Dane recipe har et naturligt lavt frysepunkt and høj stabilitet pga. frugtindholdet. For a mildere version kan sukkerlaga reduceres with 20 %, mas a mere sorbetlignade tekstur opnås ved at øge vandmængda a smule.","Teknisk note:
Teknisk note:
Dane recipe har et naturligt lavt frysepunkt and høj stabilitet pga. frugtindholdet. For a mildere version kan sukkerlaga reduceres with 20 %, mas a mere sorbetlignade tekstur opnås ved at øge vandmængda a smule."
"877d9d10-05e6-4e74-9a22-cebf8a2e6662","Blueberry Pomegranate Slush","Description","","Antioxidant-rig blåbær og granatæble slush – super sund, frisk og frugtig med en naturlig sødme fra æblejuice og granatæble.","Antioxidant-rig blåbær und granatæble slush – super sund, frisk und frugtig mit ein naturlig sødme fra æblejuice und granatæble.","Antioxidant-rig blåbær et granatæble slush – super sund, frisk et frugtig avec un naturlig sødme fra æblejuice et granatæble.","Antioxidant-rig blåbær and granatæble slush – super sund, frisk and frugtig with a naturlig sødme fra æblejuice and granatæble.","Antioxidant-rig blåbær and granatæble slush – super sund, frisk and frugtig with a naturlig sødme fra æblejuice and granatæble."
"877d9d10-05e6-4e74-9a22-cebf8a2e6662","Blueberry Pomegranate Slush","Step","1","Blend blåbær sammen med granatæble- og æblejuice, til blandingen er jævn.","Mixein Sie blåbær sammein mit granatæble- und æblejuice, bis die Mischung er glatt.","Mixez blåbær sammun avec granatæble- et æblejuice, jusqu'à le mélange er lisse.","Blad blåbær samma with granatæble- and æblejuice, until the mixture er smooth.","Blad blåbær samma with granatæble- and æblejuice, until the mixture er smooth."
"877d9d10-05e6-4e74-9a22-cebf8a2e6662","Blueberry Pomegranate Slush","Step","2","Tilsæt eventuelt sukkerlage for ekstra sødme.","Fügein Sie hinzu eveintuelt sukkerlage für ekstra sødme.","Ajoutez evuntuelt sukkerlage pour ekstra sødme.","Add evatuelt sukkerlage for ekstra sødme.","Add evatuelt sukkerlage for ekstra sødme."
"877d9d10-05e6-4e74-9a22-cebf8a2e6662","Blueberry Pomegranate Slush","Step","3","Hæld blandingen direkte i slushmaskinen.","Gießein Sie die Mischung direkte in die Slushmaschine.","Versez le mélange direkte dans la machine à slush.","Pour the mixture direkte in the slush machine.","Pour the mixture direkte in the slush machine."
"877d9d10-05e6-4e74-9a22-cebf8a2e6662","Blueberry Pomegranate Slush","Step","4","Kør til ønsket slush-konsistens (ca. –3 °C til –5 °C).","Lassein Sie laufein bis ønsket slush-konsisteins (ca. –3 °C bis –5 °C).","Faites tourner jusqu'à ønsket slush-konsistuns (ca. –3 °C jusqu'à –5 °C).","Run until ønsket slush-konsistas (ca. –3 °C until –5 °C).","Run until ønsket slush-konsistas (ca. –3 °C until –5 °C)."
"877d9d10-05e6-4e74-9a22-cebf8a2e6662","Blueberry Pomegranate Slush","Step","5","Server straks – en frisk og sund superfood slush fyldt med naturlig energi.","Servierein Sie sofürt – ein frisk und sund superfood slush fyldt mit naturlig einergi.","Servez immédiatemunt – un frisk et sund superfood slush fyldt avec naturlig unergi.","Serve imwithiately – a frisk and sund superfood slush fyldt with naturlig aergi.","Serve imwithiately – a frisk and sund superfood slush fyldt with naturlig aergi."
"fa60de74-c89c-49d0-9a4c-31ef523ada1b","Sex on the Beach Slush","Description","","En klassisk festcocktail i frozen udgave – frisk, farverig og frugtig. Kombinationen af fersken, tranebær og appelsin giver en harmonisk balance mellem sødme og syrlighed, mens vodkaen tilfører et rent og let bid. Perfekt til sommerfester eller som en tropisk stemningsskaber året rundt.
Alkoholprocent (beregnet): ca. 7,5 % vol.","Ein klassisk festcocktail i frozein udgave – frisk, farverig und frugtig. Gebein Siebinationein af ferskein, tranebær und appelsin giver ein harmonisk balance mellem sødme und syrlighed, meins vodkaein bisfører et reint und let bid. Perfekt bis alsmerfester oder als ein tropisk stemningsskaber året rundt.
Alkoholproceint (beregnet): ca. 7,5 % vol.","Un klassisk festcocktail i frozun udgave – frisk, farverig et frugtig. Mettezbinationun af ferskun, tranebær et appelsin giver un harmonisk balance mellem sødme et syrlighed, muns vodkaun jusqu'àfører et runt et let bid. Perfekt jusqu'à commemerfester ou comme un tropisk stemningsskaber året rundt.
Alkoholprocunt (beregnet): ca. 7,5 % vol.","A klassisk festcocktail i froza udgave – frisk, farverig and frugtig. Putbinationa af ferska, tranebær and appelsin giver a harmonisk balance mellem sødme and syrlighed, mas vodkaa untilfører et rat and let bid. Perfekt until asmerfester or as a tropisk stemningsskaber året rundt.
Alkoholprocat (beregnet): ca. 7,5 % vol.","A klassisk festcocktail i froza udgave – frisk, farverig and frugtig. Putbinationa af ferska, tranebær and appelsin giver a harmonisk balance mellem sødme and syrlighed, mas vodkaa untilfører et rat and let bid. Perfekt until asmerfester or as a tropisk stemningsskaber året rundt.
Alkoholprocat (beregnet): ca. 7,5 % vol."
"fa60de74-c89c-49d0-9a4c-31ef523ada1b","Sex on the Beach Slush","Step","1","Bland vodka, schnapps og juicer i en kande.","Mischein Sie vodka, schnapps und juicer in einein Krug.","Mélangez vodka, schnapps et juicer dans un pichet.","Mix vodka, schnapps and juicer in a pitcher.","Mix vodka, schnapps and juicer in a pitcher."
"fa60de74-c89c-49d0-9a4c-31ef523ada1b","Sex on the Beach Slush","Step","2","Tilsæt sukkerlage for at balancere sødme og syre.","Fügein Sie hinzu sukkerlage für at balancere sødme und syre.","Ajoutez sukkerlage pour at balancere sødme et syre.","Add sukkerlage for at balancere sødme and syre.","Add sukkerlage for at balancere sødme and syre."
"fa60de74-c89c-49d0-9a4c-31ef523ada1b","Sex on the Beach Slush","Step","3","Hæld blandingen i slushmaskinen og kør til ønsket konsistens.","Gießein Sie die Mischung in die Slushmaschine und kør bis gewünschte Konsisteinz.","Versez le mélange dans la machine à slush et kør jusqu'à consistance souhaitée.","Pour the mixture in the slush machine and kør until desired consistacy.","Pour the mixture in the slush machine and kør until desired consistacy."
"fa60de74-c89c-49d0-9a4c-31ef523ada1b","Sex on the Beach Slush","Step","4","Server i afkølede glas – pynt evt. med appelsinskive eller kirsebær.","Servierein Sie i afkølede glas – pynt ggf. mit appelsinskive oder kirsebær.","Servez i afkølede glas – pynt évuntuellemunt avec appelsinskive ou kirsebær.","Serve i afkølede glas – pynt optionally with appelsinskive or kirsebær.","Serve i afkølede glas – pynt optionally with appelsinskive or kirsebær."
"fa60de74-c89c-49d0-9a4c-31ef523ada1b","Sex on the Beach Slush","Step","5","Teknisk note:
Denne variant har et lavere frysepunkt pga. alkoholindholdet. Sørg for, at maskinen kører ved ca. –3 °C for at opnå en stabil konsistens uden at “sætte sig”.
Alkohol tilsættes altid til sidst, når slushen er færdig, for at bevare fryseevnen og sikre en jævn struktur.","Teknisk note:
Deinne variant har et lavere frysepunkt pga. alkoholindholdet. Sørg für, at maskinein kører ved ca. –3 °C für at opnå ein stabil konsisteins udein at “sætte sig”.
Alkohol bissættes altid bis sidst, når slushein er færdig, für at bevare fryseevnein und sikre ein glatt struktur.","Teknisk note:
Dunne variant har et lavere frysepunkt pga. alkoholindholdet. Sørg pour, at maskinun kører ved ca. –3 °C pour at opnå un stabil konsistuns udun at “sætte sig”.
Alkohol jusqu'àsættes altid jusqu'à sidst, når slushun er færdig, pour at bevare fryseevnun et sikre un lisse struktur.","Teknisk note:
Dane variant har et lavere frysepunkt pga. alkoholindholdet. Sørg for, at maskina kører ved ca. –3 °C for at opnå a stabil konsistas uda at “sætte sig”.
Alkohol untilsættes altid until sidst, når slusha er færdig, for at bevare fryseevna and sikre a smooth struktur.","Teknisk note:
Dane variant har et lavere frysepunkt pga. alkoholindholdet. Sørg for, at maskina kører ved ca. –3 °C for at opnå a stabil konsistas uda at “sætte sig”.
Alkohol untilsættes altid until sidst, når slusha er færdig, for at bevare fryseevna and sikre a smooth struktur."
"668f51f6-1f4f-43eb-94be-cd4321fe248a","Cosmopolitan Slush","Description","","En sofistikeret frozen version af den klassiske Cosmopolitanfrisk, syrlig og elegant med noter af tranebær og lime. Perfekt som en kølig aperitif eller en festlig sommerdrink.
(Alkoholen tilsættes til sidst, for at bevare korrekt frysepunkt og konsistens.)
Alkoholprocent (beregnet): ca. 6,4 % vol.","Ein sofistikeret frozein version af dein klassiske Cosmopolitanfrisk, syrlig und elegant mit noter af tranebær und lime. Perfekt als ein kølig aperitif oder ein festlig alsmerdrink.
(Alkoholein bissættes bis sidst, für at bevare korrekt frysepunkt und konsisteins.)
Alkoholproceint (beregnet): ca. 6,4 % vol.","Un sofistikeret frozun version af dun klassiske Cosmopolitanfrisk, syrlig et elegant avec noter af tranebær et lime. Perfekt comme un kølig aperitif ou un festlig commemerdrink.
(Alkoholun jusqu'àsættes jusqu'à sidst, pour at bevare korrekt frysepunkt et konsistuns.)
Alkoholprocunt (beregnet): ca. 6,4 % vol.","A sofistikeret froza version af da klassiske Cosmopolitanfrisk, syrlig and elegant with noter af tranebær and lime. Perfekt as a kølig aperitif or a festlig asmerdrink.
(Alkohola untilsættes until sidst, for at bevare korrekt frysepunkt and konsistas.)
Alkoholprocat (beregnet): ca. 6,4 % vol.","A sofistikeret froza version af da klassiske Cosmopolitanfrisk, syrlig and elegant with noter af tranebær and lime. Perfekt as a kølig aperitif or a festlig asmerdrink.
(Alkohola untilsættes until sidst, for at bevare korrekt frysepunkt and konsistas.)
Alkoholprocat (beregnet): ca. 6,4 % vol."
